Type,Country Code,Series Code,Time Code,Description
FootNote,Central African Republic (CAF),Current account balance (current US$) (BN.CAB.XOKA.CD),2008 (YR2008),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Central African Republic (CAF),Current account balance (current US$) (BN.CAB.XOKA.CD),2009 (YR2009),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Central African Republic (CAF),Current account balance (current US$) (BN.CAB.XOKA.CD),2010 (YR2010),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Central African Republic (CAF),Current account balance (current US$) (BN.CAB.XOKA.CD),2011 (YR2011),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Central African Republic (CAF),Current account balance (current US$) (BN.CAB.XOKA.CD),2012 (YR2012),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Central African Republic (CAF),Current account balance (current US$) (BN.CAB.XOKA.CD),2013 (YR2013),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Central African Republic (CAF),Current account balance (current US$) (BN.CAB.XOKA.CD),2014 (YR2014),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Central African Republic (CAF),Current account balance (current US$) (BN.CAB.XOKA.CD),2015 (YR2015),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Central African Republic (CAF),Current account balance (current US$) (BN.CAB.XOKA.CD),2016 (YR2016),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Central African Republic (CAF),Current account balance (current US$) (BN.CAB.XOKA.CD),2017 (YR2017),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Central African Republic (CAF),Current account balance (current US$) (BN.CAB.XOKA.CD),2018 (YR2018),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Central African Republic (CAF),Current account balance (current US$) (BN.CAB.XOKA.CD),2019 (YR2019),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Central African Republic (CAF),Current account balance (current US$) (BN.CAB.XOKA.CD),2020 (YR2020),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Central African Republic (CAF),Current account balance (current US$) (BN.CAB.XOKA.CD),2021 (YR2021),Gap-filled with countries' balance of payments statistics.
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2000 (YR2000),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2001 (YR2001),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2002 (YR2002),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2003 (YR2003),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2004 (YR2004),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2005 (YR2005),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2006 (YR2006),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2007 (YR2007),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2008 (YR2008),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2009 (YR2009),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2010 (YR2010),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2011 (YR2011),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2012 (YR2012),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2013 (YR2013),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2014 (YR2014),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2015 (YR2015),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2016 (YR2016),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2017 (YR2017),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2018 (YR2018),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2019 (YR2019),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2020 (YR2020),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2021 (YR2021),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Central African Republic (CAF),Debt forgiveness or reduction (current US$) (DT.DFR.DPPG.CD),2007 (YR2007),Data include the effects of Enhanced HIPC Initiative.
FootNote,Central African Republic (CAF),Debt forgiveness or reduction (current US$) (DT.DFR.DPPG.CD),2008 (YR2008),Data include the effects of Enhanced HIPC Initiative.
FootNote,Central African Republic (CAF),Debt forgiveness or reduction (current US$) (DT.DFR.DPPG.CD),2009 (YR2009),Data include the effects of MDRI and HIPC debt relief.
FootNote,Central African Republic (CAF),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",2007 (YR2007),"Data include the effects of Enhanced HIPC Initiative, and Paris Club debt restructuring agreement."
FootNote,Central African Republic (CAF),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",2008 (YR2008),Data include the effects of Enhanced HIPC Initiative.
FootNote,Central African Republic (CAF),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",2009 (YR2009),"Data include the effects of MDRI and HIPC debt relief, and Paris Club debt restructuring agreements."
FootNote,Central African Republic (CAF),"Present value of external debt (% of exports of goods, services and income) (DT.DOD.PVLX.EX.ZS)",2009 (YR2009),Data are from debt sustainability analyses for low-income countries. Present value estimates for these countries are for public and publicly guaranteed debt only.
FootNote,Central African Republic (CAF),Present value of external debt (% of GNI) (DT.DOD.PVLX.GN.ZS),2009 (YR2009),Data are from debt sustainability analyses for low-income countries. Present value estimates for these countries are for public and publicly guaranteed debt only.
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1979 (YR1979),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1980 (YR1980),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1981 (YR1981),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1982 (YR1982),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1983 (YR1983),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1990 (YR1990),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1995 (YR1995),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1996 (YR1996),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1997 (YR1997),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1998 (YR1998),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1999 (YR1999),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2000 (YR2000),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2001 (YR2001),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2002 (YR2002),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2003 (YR2003),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2004 (YR2004),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2005 (YR2005),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2006 (YR2006),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2007 (YR2007),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2008 (YR2008),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2009 (YR2009),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2010 (YR2010),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2011 (YR2011),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2012 (YR2012),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2013 (YR2013),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2014 (YR2014),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2015 (YR2015),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2016 (YR2016),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2017 (YR2017),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2018 (YR2018),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2019 (YR2019),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2020 (YR2020),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Chad (TCD),Current account balance (current US$) (BN.CAB.XOKA.CD),2021 (YR2021),Gap-filled with countries' balance of payments statistics.
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2000 (YR2000),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2001 (YR2001),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2002 (YR2002),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2003 (YR2003),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2004 (YR2004),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2005 (YR2005),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2006 (YR2006),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2007 (YR2007),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2008 (YR2008),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2009 (YR2009),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2010 (YR2010),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2011 (YR2011),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2012 (YR2012),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2013 (YR2013),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2014 (YR2014),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2015 (YR2015),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2016 (YR2016),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2017 (YR2017),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2018 (YR2018),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2019 (YR2019),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2020 (YR2020),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2021 (YR2021),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Chad (TCD),Debt forgiveness or reduction (current US$) (DT.DFR.DPPG.CD),2007 (YR2007),Data include the effects of Enhanced HIPC Initiative.
FootNote,Chad (TCD),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",2007 (YR2007),Data include the effects of Enhanced HIPC Initiative.
FootNote,Chad (TCD),"Present value of external debt (% of exports of goods, services and income) (DT.DOD.PVLX.EX.ZS)",2009 (YR2009),Data are from debt sustainability analyses for low-income countries. Present value estimates for these countries are for public and publicly guaranteed debt only.
FootNote,Chad (TCD),Present value of external debt (% of GNI) (DT.DOD.PVLX.GN.ZS),2009 (YR2009),Data are from debt sustainability analyses for low-income countries. Present value estimates for these countries are for public and publicly guaranteed debt only.
FootNote,Comoros (COM),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1982 (YR1982),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Comoros (COM),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1996 (YR1996),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Comoros (COM),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1997 (YR1997),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Comoros (COM),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1998 (YR1998),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Comoros (COM),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1999 (YR1999),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Comoros (COM),Current account balance (current US$) (BN.CAB.XOKA.CD),2000 (YR2000),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Comoros (COM),Current account balance (current US$) (BN.CAB.XOKA.CD),2001 (YR2001),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Comoros (COM),Current account balance (current US$) (BN.CAB.XOKA.CD),2002 (YR2002),"Source: United Nations Conference on Trade and Development, Balance of Payments Online database."
FootNote,Comoros (COM),Current account balance (current US$) (BN.CAB.XOKA.CD),2021 (YR2021),Gap-filled with countries' balance of payments statistics.
FootNote,Comoros (COM),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2000 (YR2000),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Comoros (COM),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2001 (YR2001),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Comoros (COM),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2002 (YR2002),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Comoros (COM),"Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",2021 (YR2021),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,Comoros (COM),"External debt stocks, total (DOD, current US$) (DT.DOD.DECT.CD)",2010 (YR2010),Data include the effects of Enhanced HIPC Initiative.
FootNote,Comoros (COM),"Present value of external debt (% of exports of goods, services and income) (DT.DOD.PVLX.EX.ZS)",2009 (YR2009),Data are from debt sustainability analyses for low-income countries. Present value estimates for these countries are for public and publicly guaranteed debt only.
FootNote,Comoros (COM),Present value of external debt (% of GNI) (DT.DOD.PVLX.GN.ZS),2009 (YR2009),Data are from debt sustainability analyses for low-income countries. Present value estimates for these countries are for public and publicly guaranteed debt only.
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1970 (YR1970),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1971 (YR1971),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1972 (YR1972),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1973 (YR1973),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1974 (YR1974),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1975 (YR1975),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1976 (YR1976),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1977 (YR1977),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1978 (YR1978),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1979 (YR1979),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1980 (YR1980),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1981 (YR1981),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1982 (YR1982),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1983 (YR1983),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1984 (YR1984),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1985 (YR1985),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1986 (YR1986),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1987 (YR1987),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1988 (YR1988),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1989 (YR1989),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1990 (YR1990),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1991 (YR1991),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
FootNote,"Congo, Dem. Rep. (COD)","Foreign direct investment, net inflows in reporting economy (DRS, current US$) (BX.KLT.DINV.CD.DT)",1992 (YR1992),"Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database."
